url;referentienummer;identifier
https://nl.wikipedia.org/wiki/Hansgrohe;DMG-A-02160;Q741499
https://nl.wikipedia.org/wiki/%27t_Binnenhuis;DMG-A-02161;Q2745889
https://nl.wikipedia.org/wiki/Pander;DMG-A-02162;Q2039997
https://nl.wikipedia.org/wiki/TNT_Express;DMG-A-02163;Q1105744
https://nl.wikipedia.org/wiki/Val-Saint-Lambert;DMG-A-02194;Q3086573
https://nl.wikipedia.org/wiki/General_Motors;DMG-A-02197;Q81965
https://nl.wikipedia.org/wiki/Frank_Lloyd_Wright;DMG-A-02199;Q5604
https://nl.wikipedia.org/wiki/Geert_Lap;DMG-A-02202;Q5554790
https://nl.wikipedia.org/wiki/Bruno_Ninaber_van_Eyben;DMG-A-02203;Q1752934
https://nl.wikipedia.org/wiki/Gabriel_Van_Dievoet;DMG-A-02212;Q115711
https://nl.wikipedia.org/wiki/Kortrijkse_Kunstwerkstede_Gebroeders_De_Coene;DMG-A-02219;Q42912678
https://nl.wikipedia.org/wiki/Nationaal_Glasmuseum;DMG-A-02222;Q2144884
https://nl.wikipedia.org/wiki/Rutger_Langaskens;DMG-A-02227;Q14291967
https://nl.wikipedia.org/wiki/Paul_Hamesse;DMG-A-02228;Q3371423
https://nl.wikipedia.org/wiki/Sony;DMG-A-02230;Q41187
https://nl.wikipedia.org/wiki/Louis_Herman_De_Koninck;DMG-A-02259;Q1267215
https://nl.wikipedia.org/wiki/Expo_58;DMG-A-02281;Q74035
https://nl.wikipedia.org/wiki/Lambertus_Zijl;DMG-A-02304;Q2669966
https://nl.wikipedia.org/wiki/Bernard_Heesen;DMG-A-02329;Q2409876
https://nl.wikipedia.org/wiki/Ovuca;DMG-A-02350;Q32244
https://nl.wikipedia.org/wiki/Aino_Aalto;DMG-A-02351;Q273511
https://nl.wikipedia.org/wiki/Piet_Raemdonck;DMG-A-02364;Q50226944
https://nl.wikipedia.org/wiki/Lars_Spuybroek;DMG-A-02378;Q2655644
https://nl.wikipedia.org/wiki/Winy_Maas;DMG-A-02384;Q1356269
https://nl.wikipedia.org/wiki/Fossil_(onderneming);DMG-A-02385;Q356212
https://nl.wikipedia.org/wiki/Wieki_Somers;DMG-A-02415;Q2394589
https://nl.wikipedia.org/wiki/Piper-Heidsieck;DMG-A-02430;Q1780019
https://nl.wikipedia.org/wiki/Louis_Kalff;DMG-A-02455;Q2437951
https://nl.wikipedia.org/wiki/Dale_Chihuly;DMG-A-02480;Q613380
https://nl.wikipedia.org/wiki/Ad_Visser_(presentator);DMG-A-02483;Q595279
https://nl.wikipedia.org/wiki/Salvador_Dal%C3%AD;DMG-A-02484;Q5577
https://nl.wikipedia.org/wiki/Benno_Premsela;DMG-A-02500;Q2870056
https://nl.wikipedia.org/wiki/De_Lijn_(vervoermaatschappij);DMG-A-02502;Q614819
https://nl.wikipedia.org/wiki/Willem_Heesen;DMG-A-02506;Q1920364
https://nl.wikipedia.org/wiki/Philippe_Neerman;DMG-A-02555;Q2320099
https://nl.wikipedia.org/wiki/Alo%C3%AFs_De_Laet;DMG-A-02565;Q3260427
https://nl.wikipedia.org/wiki/Lucien_De_Roeck;DMG-A-02569;Q19952292
https://nl.wikipedia.org/wiki/Jacques_Richez;DMG-A-02571;Q2282871
https://nl.wikipedia.org/wiki/Bpost;DMG-A-02572;Q740553
https://nl.wikipedia.org/wiki/Biennale_Interieur;DMG-A-02575;Q3072535
https://nl.wikipedia.org/wiki/Lannoo_(uitgeverij);DMG-A-02578;Q1032732
https://nl.wikipedia.org/wiki/Gabrielle_Canivet;DMG-A-02585;Q28927490
https://nl.wikipedia.org/wiki/Maurice_Wyckaert;DMG-A-02591;Q2317563
https://nl.wikipedia.org/wiki/Luc_Peire;DMG-A-02597;Q2698552
https://nl.wikipedia.org/wiki/Hirsch_%26_Cie;DMG-A-02621;Q1620330
https://nl.wikipedia.org/wiki/Koninklijk_Instituut_voor_het_Kunstpatrimonium;DMG-A-02630;Q2235462
https://nl.wikipedia.org/wiki/Paul_De_Meyer;DMG-A-02631;Q52224463
https://nl.wikipedia.org/wiki/Norman_Foster_(architect);DMG-A-02632;Q104898
https://nl.wikipedia.org/wiki/Belgische_Werkliedenpartij;DMG-A-02638;Q1811565
https://nl.wikipedia.org/wiki/Willem_Geefs;DMG-A-02646;Q3090303
https://nl.wikipedia.org/wiki/Schott_AG;DMG-A-02655;Q565558
https://nl.wikipedia.org/wiki/Harry_Elstr%C3%B8m;DMG-A-02656;Q2275331
https://nl.wikipedia.org/wiki/Eric_Klarenbeek;DMG-A-02667;Q15874978
https://nl.wikipedia.org/wiki/51N4E;DMG-A-02682;Q4378642
https://nl.wikipedia.org/wiki/Seiko_Epson;DMG-A-02690;Q159614
https://nl.wikipedia.org/wiki/Miele;DMG-A-02691;Q695230
https://nl.wikipedia.org/wiki/Kees_van_Dongen;DMG-A-02693;Q170345
https://nl.wikipedia.org/wiki/Muller_Van_Severen;DMG-A-02717;Q55236250
https://nl.wikipedia.org/wiki/Charles_De_Coster;DMG-A-02722;Q315176
https://nl.wikipedia.org/wiki/Upsala_Ekeby_AB;DMG-A-02726;Q1615108
https://nl.wikipedia.org/wiki/Manufacture_Belge_de_Lampes_Electriques;DMG-A-02735;Q1843743
https://nl.wikipedia.org/wiki/Dick_Loef;DMG-A-02737;Q2426252
https://nl.wikipedia.org/wiki/Henri_Meunier;DMG-A-02748;Q2679383
https://nl.wikipedia.org/wiki/Fernand_Khnopff;DMG-A-02750;Q559559
https://nl.wikipedia.org/wiki/Marcel-Louis_Baugniet;DMG-A-02751;Q1855119
https://nl.wikipedia.org/wiki/Frits_Van_den_Berghe;DMG-A-02753;Q181503
https://nl.wikipedia.org/wiki/Louis_Buisseret;DMG-A-02762;Q2205928
https://nl.wikipedia.org/wiki/Eduard_Pellens;DMG-A-02767;Q2497197
https://nl.wikipedia.org/wiki/Anto_Carte;DMG-A-02768;Q2853424
https://nl.wikipedia.org/wiki/Henri-Val%C3%A9ry_Vander_Poorten;DMG-A-02777;Q2101680
https://nl.wikipedia.org/wiki/Richard_Acke;DMG-A-02778;Q11009945
https://nl.wikipedia.org/wiki/Charles_Doudelet;DMG-A-02781;Q2282495
https://nl.wikipedia.org/wiki/Gustave_Van_de_Woestyne;DMG-A-02782;Q2519247
https://nl.wikipedia.org/wiki/Gisbert_Combaz;DMG-A-02783;Q2097997
https://nl.wikipedia.org/wiki/Frans_Masereel;DMG-A-02784;Q559297
https://nl.wikipedia.org/wiki/F%C3%A9lix_Labisse;DMG-A-02789;Q2012984
https://nl.wikipedia.org/wiki/Privat-Livemont;DMG-A-02790;Q2602763
https://nl.wikipedia.org/wiki/Jan-Frans_Cantr%C3%A9;DMG-A-02800;Q2514399
https://nl.wikipedia.org/wiki/Jules_Fonteyne;DMG-A-02810;Q2294203
https://nl.wikipedia.org/wiki/Floris_Jespers;DMG-A-02815;Q3074339
https://nl.wikipedia.org/wiki/Paul_Joostens;DMG-A-02816;Q2030691
https://nl.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_des_arts_visuels;DMG-A-02818;Q2324410
https://nl.wikipedia.org/wiki/Victor_Van_Meerbeeck;DMG-A-02820;Q2317564
https://nl.wikipedia.org/wiki/Ren%C3%A9_De_Pauw;DMG-A-02827;Q1859478
https://nl.wikipedia.org/wiki/Jules_De_Praetere;DMG-A-02830;Q1713083
https://nl.wikipedia.org/wiki/Armand_Rassenfosse;DMG-A-02832;Q506019
https://nl.wikipedia.org/wiki/Jos_De_Swerts;DMG-A-02841;Q2465723
https://nl.wikipedia.org/wiki/Herman_Teirlinck_(schrijver);DMG-A-02843;Q924740
https://nl.wikipedia.org/wiki/Albert_Saverys;DMG-A-02845;Q2295945
https://nl.wikipedia.org/wiki/Felix_Timmermans;DMG-A-02846;Q713284
https://nl.wikipedia.org/wiki/Prosper_De_Troyer;DMG-A-02847;Q3498572
https://nl.wikipedia.org/wiki/Edgard_Tytgat;DMG-A-02848;Q366851
https://nl.wikipedia.org/wiki/Ren%C3%A9_Magritte;DMG-A-02854;Q7836
https://nl.wikipedia.org/wiki/L%C3%A9on_De_Smet;DMG-A-02865;Q2270603
https://nl.wikipedia.org/wiki/Luc_De_Blok;DMG-A-02871;Q2236386
https://nl.wikipedia.org/wiki/Wim_Harzing;DMG-A-02885;Q1892602
https://nl.wikipedia.org/wiki/Patrick_Jouin;DMG-A-02895;Q3369553
https://nl.wikipedia.org/wiki/Otto_van_Tussenbroek;DMG-A-02904;Q2778600
https://nl.wikipedia.org/wiki/Bosch_(bedrijf);DMG-A-02946;Q234021
https://nl.wikipedia.org/wiki/Metz_%26_Co;DMG-A-02954;Q4994191
https://nl.wikipedia.org/wiki/Willy_Meysmans;DMG-A-02960;Q15813590
https://nl.wikipedia.org/wiki/Willy_Kreitz;DMG-A-02961;Q2228306
https://nl.wikipedia.org/wiki/Aldo_Bakker;DMG-A-02978;Q19280589
https://nl.wikipedia.org/wiki/Institut_Sup%C3%A9rieur_de_Peinture_Van_Der_Kelen_-_Logelain;DMG-A-02998;Q60469232
https://nl.wikipedia.org/wiki/Barco_(bedrijf);DMG-A-03003;Q807964
https://nl.wikipedia.org/wiki/Frans_Cuyck_van_Myerop;DMG-A-03004;Q12055782
https://nl.wikipedia.org/wiki/Royal_Copenhagen;DMG-A-03005;Q1440151
https://nl.wikipedia.org/wiki/Max_Burchartz;DMG-A-03009;Q471444
https://nl.wikipedia.org/wiki/Wim_Goes;DMG-A-03069;Q2303365
https://nl.wikipedia.org/wiki/Lijm-_en_Gelatinefabriek;DMG-A-03086;Q2662650
https://nl.wikipedia.org/wiki/Le_Creuset;DMG-A-03104;Q555861
https://nl.wikipedia.org/wiki/VDL_Bus_Valkenswaard;DMG-A-03126;Q1724409
https://nl.wikipedia.org/wiki/Bombardier;DMG-A-03128;Q333498
https://nl.wikipedia.org/wiki/LG_Electronics;DMG-A-03134;Q162345
https://nl.wikipedia.org/wiki/Georges_Buysse;DMG-A-03144;Q2247930
https://nl.wikipedia.org/wiki/Koninklijke_Mosa;DMG-A-03151;Q2250620
https://nl.wikipedia.org/wiki/Lina_Bo_Bardi;DMG-A-03160;Q272400
https://nl.wikipedia.org/wiki/Eva_Zeisel;DMG-A-03173;Q216141
